dog_ID,dog_cdl_name,fam_phase_2_first_trial_type,fam_phase_3_first_trial_type,condition,breed,sex,castrated,FCI_group,birthdate,test_date,age_months,experience_in_dog_sport,hider,communicator,nr_fam_phase1_trials,nr_fam_phase2_trials,nr_fam_phase3_trials,fam_3_choice_first_relocation_trial,no_choice_trials,tot_nr_fam_trials,choice_letter,choice_colour,breed_recoded,breed_type,training,experimenter_dyad,first_baited_box,z.age,sex.c,condition.c,breed_type.c,first_baited_box.c,training.c
79,Fee,displacement,no_displacement,false_belief,french_water_dog,f,no,8,07/04/2023,28/02/2025,22,no,LL,VB,4,2,2,B,1_in_phase1,8,A,blue,french_water_dog,cooperative,no,VB_LL,blue,-1.0356864987400796,-0.45833333333333326,0,-0.125,-0.5,-0.75
80,Onyx,displacement,no_displacement,false_belief,german_shepherd,m,no,1,06/06/2018,12/11/2024,77,obedience,VB,GR,4,2,2,B,no,8,A,grey,german_shepherd,cooperative,yes,GR_VB,grey,0.46977124637268897,0.5416666666666667,0,-0.125,0.5,0.25
81,Brandy2,no_displacement,displacement,knowledge,border_collie,m,yes,1,26/04/2020,15/11/2024,54,obedience,CH,VB,2,2,2,B,no,6,B,blue,border_collie,cooperative,yes,VB_CH,grey,-0.1597838106744688,0.5416666666666667,1,-0.125,0.5,0.25
82,Bonda,displacement,no_displacement,knowledge,entlebucher_mountain_dog,f,no,2,27/07/2019,17/11/2024,63,"dogdance, fungility",VB,GR,2,2,2,B,no,6,B,grey,entlebucher_mountain_dog,cooperative,yes,GR_VB,blue,0.08656382034398423,-0.45833333333333326,1,-0.125,-0.5,0.25
83,Maika,no_displacement,no_displacement,control,austrian_pinscher,f,no,2,03/06/2016,19/11/2024,101,no,GR,LL,2,2,2,B,no,6,A,blue,austrian_pinscher,cooperative,no,LL_GR,blue,1.126698262421897,-0.45833333333333326,-1,-0.125,-0.5,-0.75
84,Ivan,no_displacement,no_displacement,false_belief,beagle,m,no,6,03/05/2021,14/11/2024,42,no,CH,GR,2,2,2,B,no,6,A,grey,beagle,independent,no,GR_CH,grey,-0.48824731869907284,0.5416666666666667,0,0.875,0.5,-0.75
85,Dasha,no_displacement,displacement,control,bouvier_des_flandres,f,yes,1,23/03/2017,22/11/2024,91,therapiehund,LL,CH,2,2,2,B,no,6,B,grey,bouvier_des_flandres,cooperative,yes,CH_LL,blue,0.8529786724013937,-0.45833333333333326,-1,-0.125,-0.5,0.25
86,Mila4,no_displacement,no_displacement,false_belief,portuguese_water_dog,f,no,8,10/11/2021,17/11/2024,36,dummy_training,VB,GR,2,2,2,B,no,6,B,blue,portuguese_water_dog,cooperative,yes,GR_VB,grey,-0.6524790727113748,-0.45833333333333326,0,-0.125,0.5,0.25
87,Toni,no_displacement,no_displacement,control,beagle,f,yes,6,05/05/2017,22/11/2024,90,"fungility, fährtentrainig",CH,LL,2,2,2,B,no,6,A,grey,beagle,independent,yes,LL_CH,grey,0.8256067133993433,-0.45833333333333326,-1,0.875,0.5,0.25
88,Priya,displacement,displacement,false_belief,border_collie,f,no,1,19/07/2021,18/11/2024,39,"rettungshund,obedience",CH,VB,3,2,2,B,no,7,B,blue,border_collie,cooperative,yes,VB_CH,grey,-0.5703631957052239,-0.45833333333333326,0,-0.125,0.5,0.25
89,Mickey3,displacement,no_displacement,knowledge,beagle,f,yes,6,06/02/2015,17/11/2024,117,no,VB,GR,4,2,2,B,no,8,A,blue,beagle,independent,no,GR_VB,blue,1.5646496064547024,-0.45833333333333326,1,0.875,-0.5,-0.75
90,Bugsy,displacement,displacement,control,welsh_corgi_cardigan ,m,yes,1,28/01/2020,23/11/2024,57,no,VB,GR,4,3,2,B,1_in_phase_2,9,B,blue,welsh_corgi,cooperative,no,GR_VB,grey,-0.0776679336683178,0.5416666666666667,-1,-0.125,0.5,-0.75
91,Nimo,no_displacement,no_displacement,control,border_collie,m,yes,1,21/06/2019,24/11/2024,65,"rally_obedience, agility, herding",GR,CH,4,4,2,B,no,10,B,blue,border_collie,cooperative,yes,CH_GR,grey,0.1413077383480849,0.5416666666666667,-1,-0.125,0.5,0.25
92,Woody4,displacement,displacement,knowledge,flat_coated_retriever,m,no,8,02/07/2020,19/11/2024,52,trail,LL,VB,2,2,2,B,no,6,B,grey,flat_coated_retriever,cooperative,yes,VB_LL,blue,-0.21452772867856948,0.5416666666666667,1,-0.125,-0.5,0.25
93,Joey4,no_displacement,displacement,false_belief,border_collie,m,yes,1,30/10/2013,18/11/2024,132,"rettungshund,obedience",CH,VB,2,3,2,B,no,7,B,grey,border_collie,cooperative,yes,VB_CH,blue,1.9752289914854573,0.5416666666666667,0,-0.125,-0.5,0.25
94,Naya2,displacement,displacement,knowledge,golden_retriever,f,no,8,13/05/2022,19/11/2024,30,"dummy_training, dogdance, trail",LL,VB,4,2,2,B,no,8,B,blue,golden_retriever,cooperative,yes,VB_LL,grey,-0.8167108267236769,-0.45833333333333326,1,-0.125,0.5,0.25
95,Charly5,displacement,no_displacement,false_belief,spanish_water_dog,m,yes,8,25/08/2016,20/11/2024,98,obedience,CH,LL,4,2,2,B,no,8,A,blue,spanish_water_dog,cooperative,yes,LL_CH,blue,1.044582385415746,0.5416666666666667,0,-0.125,-0.5,0.25
96,Ulla,no_displacement,displacement,false_belief,labrador_retriever,f,yes,8,11/02/2017,22/11/2024,93,assistenzhund,LL,CH,2,2,2,B,no,6,A,grey,labrador_retriever,cooperative,yes,CH_LL,grey,0.9077225904054944,-0.45833333333333326,0,-0.125,0.5,0.25
97,Waleria,no_displacement,no_displacement,false_belief,german_pinscher,f,no,2,12/07/2020,23/11/2024,52,"ibgh, rally_obedience, showdog",VB,GR,2,2,2,B,no,6,A,blue,german_pinscher,cooperative,yes,GR_VB,blue,-0.21452772867856948,-0.45833333333333326,0,-0.125,-0.5,0.25
98,Toby2,no_displacement,displacement,knowledge,golden_retriever,m,yes,8,03/06/2013,23/11/2024,137,no,VB,GR,2,2,2,B,no,6,A,grey,golden_retriever,cooperative,no,GR_VB,grey,2.112088786495709,0.5416666666666667,1,-0.125,0.5,-0.75
99,Gina10,no_displacement,no_displacement,false_belief,silken_windsprite,f,no,10,20/03/2024,24/11/2024,8,no,GR,CH,4,2,2,B,no,8,B,blue,silken_windsprite,independent,no,CH_GR,grey,-1.4188939247687844,-0.45833333333333326,0,0.875,0.5,-0.75
100,Chester5,displacement,no_displacement,knowledge,border_collie,m,no,1,29/04/2021,19/04/2024,35,mantrailing,VB,GR,4,3,4,A,no,11,B,blue,border_collie,cooperative,yes,GR_VB,grey,-0.6798510317134252,0.5416666666666667,1,-0.125,0.5,0.25
101,Finch2,no_displacement,displacement,control,labrador_retriever,m,no,8,23/03/2015,24/11/2024,116,hunting,GR,CH,4,3,3,no_choice_then_B,"1_in_phase_2, 1_in_phase_3",10,B,grey,labrador_retriever,cooperative,yes,CH_GR,blue,1.5372776474526522,0.5416666666666667,-1,-0.125,-0.5,0.25
102,Timmy4,no_displacement,displacement,control,portuguese_water_dog,m,yes,8,22/12/2016,25/11/2024,95,"agility,obedience",LL,CH,3,2,2,B,no,7,A,grey,portuguese_water_dog,cooperative,yes,CH_LL,grey,0.962466508409595,0.5416666666666667,-1,-0.125,0.5,0.25
103,Suri5,no_displacement,no_displacement,control,malinois,f,no,1,20/12/2011,28/11/2024,155,"agility, obedience",CH,LL,4,2,2,B,no,8,A,grey,belgian_shepherd,cooperative,yes,LL_CH,grey,2.6047840485326152,-0.45833333333333326,-1,-0.125,0.5,0.25
104,Paulinchen,displacement,no_displacement,knowledge,border_collie,f,no,1,30/04/2024,24/11/2024,6,"therapiebegleithund, mantrailing, obedience",GR,CH,4,2,2,B,no,8,A,grey,border_collie,cooperative,yes,CH_GR,grey,-1.4736378427728851,-0.45833333333333326,1,-0.125,0.5,0.25
105,Linus3,displacement,no_displacement,false_belief,border_collie,m,no,1,25/08/2015,27/11/2024,111,no,LL,CH,2,2,2,B,no,6,B,grey,border_collie,cooperative,no,CH_LL,blue,1.4004178524424005,0.5416666666666667,0,-0.125,-0.5,-0.75
106,Papaya,displacement,no_displacement,knowledge,border_collie,f,no,1,23/05/2024,24/11/2024,6,obedience,GR,CH,4,4,2,B,no,10,B,grey,border_collie,cooperative,yes,CH_GR,blue,-1.4736378427728851,-0.45833333333333326,1,-0.125,-0.5,0.25
107,Tenya,no_displacement,displacement,knowledge,collie,f,no,1,13/03/2016,27/11/2024,104,therapiebegleithund,LL,CH,4,2,2,B,no,8,B,grey,collie,cooperative,yes,CH_LL,blue,1.208814139428048,-0.45833333333333326,1,-0.125,-0.5,0.25
108,Luna40,no_displacement,no_displacement,false_belief,labrador_retriever,f,yes,8,03/12/2021,28/11/2024,35,no,GR,LL,2,2,2,B,no,6,B,grey,labrador_retriever,cooperative,no,LL_GR,blue,-0.6798510317134252,-0.45833333333333326,0,-0.125,-0.5,-0.75
109,Oonagh,no_displacement,displacement,control,labrador_retriever,f,no,8,24/10/2020,28/11/2024,49,no,GR,LL,2,2,2,B,no,6,A,grey,labrador_retriever,cooperative,no,LL_GR,grey,-0.2966436056847205,-0.45833333333333326,-1,-0.125,0.5,-0.75
110,Loki6,displacement,displacement,false_belief,great_swiss_mountain_dog,m,yes,2,22/07/2015,29/11/2024,112,"rally_obedience, mantrailing",CH,GR,4,2,2,B,no,8,B,grey,great_swiss_mountain_dog,cooperative,yes,GR_CH,blue,1.4277898114444507,0.5416666666666667,0,-0.125,-0.5,0.25
111,Kiwi6,displacement,displacement,false_belief,labrador_retriever,f,no,8,16/08/2023,30/11/2024,15,"ibgh1, mantrailing",GR,VB,4,2,2,B,no,8,A,blue,labrador_retriever,cooperative,yes,VB_GR,blue,-1.227290211754432,-0.45833333333333326,0,-0.125,-0.5,0.25
112,Ambiano,displacement,no_displacement,false_belief,picardy_spaniel,m,no,7,24/04/2017,02/12/2024,91,mantrailing,CH,GR,2,2,4,A,no,8,B,blue,picardy_spaniel,cooperative,yes,GR_CH,grey,0.8529786724013937,0.5416666666666667,0,-0.125,0.5,0.25
113,Pia3,displacement,no_displacement,knowledge,whippet,f,yes,10,08/11/2016,28/11/2024,96,"agility, obedience",CH,LL,2,4,2,B,no,8,A,grey,whippet,independent,yes,LL_CH,grey,0.9898384674116454,-0.45833333333333326,1,0.875,0.5,0.25
114,Madoc,displacement,displacement,false_belief,welsh_corgi_pembroke,m,yes,1,07/10/2014,06/12/2024,121,no,GR,VB,2,4,2,B,no,8,B,grey,welsh_corgi,cooperative,no,VB_GR,blue,1.6741374424629039,0.5416666666666667,0,-0.125,-0.5,-0.75
115,Lilly17,no_displacement,displacement,false_belief,welsh_corgi_pembroke,f,no,1,02/06/2021,08/12/2024,42,no,GR,VB,2,3,2,B,no,7,B,blue,welsh_corgi,cooperative,no,VB_GR,grey,-0.48824731869907284,-0.45833333333333326,0,-0.125,0.5,-0.75
116,Juri,no_displacement,displacement,false_belief,labrador_retriever,m,yes,1,16/08/2021,11/12/2024,39,signaldog,GR,VB,2,2,2,B,no,6,A,grey,labrador_retriever,cooperative,yes,VB_GR,grey,-0.5703631957052239,0.5416666666666667,0,-0.125,0.5,0.25
117,Lenny4,displacement,no_displacement,control,canarian_warrenhound,m,yes,5,15/07/2014,30/11/2024,124,"obedience, dogdiving, frisbee, wasserarbeit",GR,VB,2,2,2,B,no,6,B,blue,canarian_warrenhound,independent,yes,VB_GR,grey,1.7562533194690546,0.5416666666666667,-1,0.875,0.5,0.25
118,Holly10,no_displacement,displacement,control,bernese_mountain_dog,f,yes,2,03/05/2019,01/12/2024,66,therapiebegleithund,CH,VB,2,2,2,B,no,6,B,grey,bernese_mountain_dog,cooperative,yes,VB_CH,blue,0.16867969735013524,-0.45833333333333326,-1,-0.125,-0.5,0.25
119,NaNu,no_displacement,no_displacement,false_belief,hovawart,f,no,2,13/07/2021,01/12/2024,40,"obedience, mantrailing",VB,CH,2,2,2,B,no,6,A,grey,hovawart,cooperative,yes,CH_VB,grey,-0.5429912367031735,-0.45833333333333326,0,-0.125,0.5,0.25
120,Pauli6,displacement,no_displacement,control,labrador_retriever,m,yes,8,21/07/2021,11/12/2024,40,signaldog,GR,VB,2,2,4,A,no,8,B,blue,labrador_retriever,cooperative,yes,VB_GR,grey,-0.5429912367031735,0.5416666666666667,-1,-0.125,0.5,0.25
121,Happy6,no_displacement,displacement,control,golden_retriever,f,no,8,02/11/2022,07/12/2024,25,"bhvt, dummytraining",VB,GR,2,4,2,B,no,8,B,blue,golden_retriever,cooperative,yes,GR_VB,grey,-0.9535706217339286,-0.45833333333333326,-1,-0.125,0.5,0.25
122,Pumba,displacement,no_displacement,control,border_collie,m,yes,1,13/04/2012,08/12/2024,151,no,VB,GR,2,2,2,B,no,6,A,blue,border_collie,cooperative,no,GR_VB,blue,2.495296212524414,0.5416666666666667,-1,-0.125,-0.5,-0.75
123,Yui,no_displacement,no_displacement,control,welsh_corgi,f,yes,1,14/08/2021,09/12/2024,39,agility,GR,LL,3,2,2,B,no,7,A,blue,welsh_corgi,cooperative,yes,LL_GR,blue,-0.5703631957052239,-0.45833333333333326,-1,-0.125,-0.5,0.25
124,Loki2,no_displacement,no_displacement,control,australian_shepherd,m,no,1,09/04/2017,14/12/2024,92,agility,VB,GR,2,2,2,B,no,6,B,grey,australian_shepherd,cooperative,yes,GR_VB,blue,0.880350631403444,0.5416666666666667,-1,-0.125,-0.5,0.25
125,Gandalf,no_displacement,displacement,knowledge,andalusian_hound,m,yes,5,14/07/2019,30/11/2024,64,"rally_obedience, wasserarbeit",GR,VB,3,4,4,A,no,11,A,blue,andalusian_hound,independent,yes,VB_GR,blue,0.11393577934603458,0.5416666666666667,1,0.875,-0.5,0.25
126,Sofia2,no_displacement,no_displacement,control,welsh_corgi_pembroke,f,no,1,27/11/2018,14/12/2024,72,no,VB,GR,2,2,2,B,no,6,B,grey,welsh_corgi,cooperative,no,GR_VB,blue,0.33291145136243727,-0.45833333333333326,-1,-0.125,-0.5,-0.75
127,Silva,displacement,no_displacement,control,german_shepherd,f,yes,2,11/10/2020,16/12/2024,50,detectiondog,CH,VB,2,3,4,A,no,9,A,blue,german_shepherd,cooperative,yes,VB_CH,blue,-0.2692716466826702,-0.45833333333333326,-1,-0.125,-0.5,0.25
128,Henri,no_displacement,no_displacement,knowledge,border_collie,m,no,1,31/12/2023,07/12/2024,11,trickdog,VB,GR,2,2,2,B,no,6,B,blue,border_collie,cooperative,yes,GR_VB,grey,-1.3367780477626334,0.5416666666666667,1,-0.125,0.5,0.25
129,Ginger9,no_displacement,no_displacement,knowledge,golden_retriever,f,yes,8,17/03/2021,07/12/2024,44,"dummy, therapiebegleithund, obedience",VB,GR,2,2,2,B,no,6,A,grey,golden_retriever,cooperative,yes,GR_VB,grey,-0.4335034006949722,-0.45833333333333326,1,-0.125,0.5,0.25
130,Poppy4,displacement,displacement,false_belief,welsh_corgi_pembroke,f,no,1,10/10/2020,13/12/2024,50,"trickdog, obedience",VB,GR,2,3,2,B,no,7,B,grey,welsh_corgi,cooperative,yes,GR_VB,blue,-0.2692716466826702,-0.45833333333333326,0,-0.125,-0.5,0.25
131,Mia7,no_displacement,no_displacement,false_belief,golden_retriever,f,no,8,30/04/2017,13/12/2024,91,therapy_dog,VB,GR,2,2,2,B,no,6,B,grey,golden_retriever,cooperative,yes,GR_VB,blue,0.8529786724013937,-0.45833333333333326,0,-0.125,-0.5,0.25
132,Veri,displacement,displacement,control,whippet,f,no,10,01/04/2022,11/12/2024,32,no,GR,VB,2,3,2,B,no,7,A,blue,whippet,independent,no,VB_GR,blue,-0.7619669087195763,-0.45833333333333326,-1,0.875,-0.5,-0.75
133,Lola9,no_displacement,no_displacement,knowledge,golden_retriever,f,yes,8,23/09/2014,07/12/2024,122,"bhvt, dummytraining, therapiebegleithund",VB,GR,4,2,2,B,no,8,A,blue,golden_retriever,cooperative,yes,GR_VB,blue,1.701509401464954,-0.45833333333333326,1,-0.125,-0.5,0.25
134,Mogli2,no_displacement,displacement,control,border_collie,m,no,1,24/12/2011,16/12/2024,155,no,CH,VB,4,2,2,B,no,8,B,grey,border_collie,cooperative,no,VB_CH,blue,2.6047840485326152,0.5416666666666667,-1,-0.125,-0.5,-0.75
135,Lou2,no_displacement,no_displacement,knowledge,border_collie,f,yes,1,08/12/2018,28/02/2025,74,"BGH3, Obedience2; stöbern2; Rettungshund; Lavine; scent detection (bed bugs and molds)",LL,VB,2,2,2,B,no,6,B,grey,border_collie,cooperative,yes,VB_LL,blue,0.38765536936653794,-0.45833333333333326,1,-0.125,-0.5,0.25
136,Sully,displacement,no_displacement,control,welsh_corgi_pembroke,m,no,1,07/10/2022,17/12/2024,26,no,CH,VB,2,2,2,B,1_in_testtrial,6,B,grey,welsh_corgi,cooperative,no,VB_CH,blue,-0.9261986627318782,0.5416666666666667,-1,-0.125,-0.5,-0.75
137,Winston4,no_displacement,no_displacement,knowledge,welsh_corgi_pembroke,m,yes,1,28/02/2019,13/12/2024,69,no,VB,GR,3,2,4,A,no,9,B,grey,welsh_corgi,cooperative,no,GR_VB,blue,0.25079557435628624,0.5416666666666667,1,-0.125,-0.5,-0.75
138,Leula,no_displacement,no_displacement,false_belief,nova_scotia_duck_tolling_retriever,f,no,8,31/05/2024,16/12/2024,6,no,CH,VB,2,2,2,B,no,6,A,blue,nova_scotia_duck_tolling_retriever,cooperative,no,VB_CH,blue,-1.4736378427728851,-0.45833333333333326,0,-0.125,-0.5,-0.75
139,Benny8,displacement,displacement,false_belief,welsh_corgi_pembroke,m,no,1,21/11/2022,17/12/2024,24,no,CH,VB,2,2,2,B,no,6,B,blue,welsh_corgi,cooperative,no,VB_CH,grey,-0.980942580735979,0.5416666666666667,0,-0.125,0.5,-0.75
140,Paula3,displacement,displacement,knowledge,appenzell_cattle_dog,f,yes,2,14/10/2017,13/12/2024,85,no,VB,GR,2,2,2,B,no,6,A,grey,appenzell_cattle_dog,cooperative,no,GR_VB,grey,0.6887469183890916,-0.45833333333333326,1,-0.125,0.5,-0.75
141,Harvey,no_displacement,displacement,false_belief,border_collie,m,no,1,16/02/2020,20/11/2024,57,"rally_obedience, agility",CH,LL,2,2,2,B,no,6,B,grey,border_collie,cooperative,yes,LL_CH,blue,-0.0776679336683178,0.5416666666666667,0,-0.125,-0.5,0.25
142,Lillibeth,no_displacement,displacement,control,border_collie,f,no,1,02/04/2022,03/01/2025,33,agility,LL,CH,2,2,2,B,no,6,A,grey,border_collie,cooperative,yes,CH_LL,grey,-0.7345949497175259,-0.45833333333333326,-1,-0.125,0.5,0.25
143,Duke5,displacement,displacement,knowledge,welsh_corgi_pembroke,m,no,1,30/07/2020,14/12/2024,52,"ibgh1, stöbern, mantrailing, cavaletti, longieren",VB,GR,2,3,2,B,1_in_phase_2,7,A,blue,welsh_corgi,cooperative,yes,GR_VB,blue,-0.21452772867856948,0.5416666666666667,1,-0.125,-0.5,0.25
144,Lumi2,no_displacement,displacement,control,romagna_water_dog,f,no,8,11/07/2022,05/01/2025,29,"mantrailing, hoopers, ziel_objekt_suche",CH,VB,2,2,2,B,no,6,A,grey,romagna_water_dog,cooperative,yes,VB_CH,grey,-0.8440827857257273,-0.45833333333333326,-1,-0.125,0.5,0.25
145,OhanaJolani,displacement,displacement,knowledge,border_collie,f,no,1,24/10/2021,14/12/2024,37,"hoopers, tricktraining",VB,GR,2,2,2,B,no,6,A,blue,border_collie,cooperative,yes,GR_VB,blue,-0.6251071137093246,-0.45833333333333326,1,-0.125,-0.5,0.25
146,Nero3,no_displacement,displacement,false_belief,malinois,m,no,2,08/08/2023,16/12/2024,16,detectiondog,CH,VB,2,2,2,B,no,6,B,blue,belgian_shepherd,cooperative,yes,VB_CH,grey,-1.1999182527523817,0.5416666666666667,0,-0.125,0.5,0.25
147,Whoopi,displacement,displacement,control,flat_coated_retriever,f,no,8,17/08/2023,06/01/2025,16,therapydog_in_training,CH,LL,2,2,2,B,no,6,A,blue,flat_coated_retriever,cooperative,yes,LL_CH,blue,-1.1999182527523817,-0.45833333333333326,-1,-0.125,-0.5,0.25
148,Mato,no_displacement,no_displacement,knowledge,malinois,m,yes,1,22/07/2017,17/12/2024,88,rescuedog,VB,CH,2,2,2,B,no,6,B,grey,belgian_shepherd,cooperative,yes,CH_VB,blue,0.7708627953952427,0.5416666666666667,1,-0.125,-0.5,0.25
149,Scotty3,no_displacement,no_displacement,control,welsh_corgi_pembroke,m,no,1,21/07/2021,09/01/2025,41,"showdog,treibball",VB,CH,2,4,2,B,no,8,B,blue,welsh_corgi,cooperative,yes,CH_VB,grey,-0.5156192777011231,0.5416666666666667,-1,-0.125,0.5,0.25
150,Pixie3,displacement,displacement,knowledge,miniature_american_shepherd,f,no,1,02/03/2024,18/12/2024,9,"agility,mantrailing",VB,CH,2,2,3,B,no,7,B,grey,miniature_american_shepherd,cooperative,yes,CH_VB,blue,-1.391521965766734,-0.45833333333333326,1,-0.125,-0.5,0.25
151,Kairi,no_displacement,no_displacement,false_belief,siberian_husky,f,yes,5,22/06/2017,17/12/2024,89,no,CH,VB,3,2,2,B,no,7,B,grey,siberian_husky,independent,no,VB_CH,blue,0.798234754397293,-0.45833333333333326,0,0.875,-0.5,-0.75
152,Yuma,no_displacement,displacement,knowledge,white_swiss_shepherd,m,no,1,12/05/2017,03/01/2025,91,"therapydog,dog_school",LL,CH,2,2,2,B,no,6,B,blue,white_swiss_shepherd,cooperative,yes,CH_LL,grey,0.8529786724013937,0.5416666666666667,1,-0.125,0.5,0.25
153,Cora2,displacement,no_displacement,false_belief,australian_shepherd,f,no,1,13/11/2020,18/12/2024,49,"agility,mantrailing,obedience",VB,CH,2,2,2,B,no,6,B,blue,australian_shepherd,cooperative,yes,CH_VB,grey,-0.2966436056847205,-0.45833333333333326,0,-0.125,0.5,0.25
154,Chilli7,no_displacement,no_displacement,knowledge,flat_coated_retriever,f,no,8,05/04/2018,05/01/2025,81,obedience,CH,VB,2,2,2,B,no,6,B,blue,flat_coated_retriever,cooperative,yes,VB_CH,grey,0.5792590823808903,-0.45833333333333326,1,-0.125,0.5,0.25
155,Baloo2,displacement,no_displacement,control,labrador_retriever,m,no,8,05/11/2019,13/01/2025,62,bgtv,CH,GR,4,4,2,B,no,10,B,grey,labrador_retriever,cooperative,yes,GR_CH,blue,0.059191861341933896,0.5416666666666667,-1,-0.125,-0.5,0.25
156,Daphne3,displacement,displacement,control,bobtail,f,no,1,23/07/2020,13/01/2025,53,no,LL,CH,2,3,2,B,1_in_phase_2,7,A,blue,bobtail,cooperative,no,CH_LL,blue,-0.18715576967651915,-0.45833333333333326,-1,-0.125,-0.5,-0.75
157,Kapa,displacement,no_displacement,knowledge,australian_shepherd,m,no,1,12/07/2022,08/01/2025,29,"begleithundpruefung, obedience",LL,CH,2,2,2,B,no,6,A,grey,australian_shepherd,cooperative,yes,CH_LL,grey,-0.8440827857257273,0.5416666666666667,1,-0.125,0.5,0.25
158,Abbey2,displacement,displacement,knowledge,labrador_retriever,f,yes,8,30/10/2012,09/01/2025,146,"therapydog, BGH, agility",CH,LL,2,2,2,B,no,6,A,grey,labrador_retriever,cooperative,yes,LL_CH,grey,2.358436417514162,-0.45833333333333326,1,-0.125,0.5,0.25
159,Milow5,displacement,displacement,false_belief,labrador_retriever,m,yes,8,17/03/2020,05/01/2025,57,therapydog,VB,CH,2,2,2,B,no,6,B,grey,labrador_retriever,cooperative,yes,CH_VB,blue,-0.0776679336683178,0.5416666666666667,0,-0.125,-0.5,0.25
