dog_ID,dog_cdl_name,fam_phase_2_first_trial_type,fam_phase_3_first_trial_type,condition,breed,sex,castrated,FCI_group,birthdate,test_date,age_months,experience_in_dog_sport,hider,communicator,nr_fam_phase1_trials,nr_fam_phase2_trials,nr_fam_phase3_trials,fam_3_choice_first_relocation_trial,no_choice_trials,tot_nr_fam_trials,choice_letter,choice_colour,breed_recoded,breed_type,training,experimenter_dyad,first_baited_box,z.age,sex.c,condition.c,breed_type.c,first_baited_box.c,training.c
160,Baghira2,no_displacement,displacement,knowledge,flat_coated_retriever,f,no,8,11/05/2024,05/01/2025,7,obedience,CH,VB,2,2,2,B,no,6,A,blue,flat_coated_retriever,cooperative,yes,VB_CH,blue,-1.4462658837708346,-0.45833333333333326,1,-0.125,-0.5,0.25
161,Kali3,displacement,displacement,false_belief,flat_coated_retriever,f,yes,8,10/12/2019,06/01/2025,60,therapydog,CH,LL,4,2,2,B,no,8,A,grey,flat_coated_retriever,cooperative,yes,LL_CH,grey,0.004447943337833219,-0.45833333333333326,0,-0.125,0.5,0.25
162,Phoebe7,no_displacement,displacement,knowledge,labrador_retriever,f,no,8,14/02/2021,11/01/2025,46,therapydog,CH,VB,2,2,2,B,no,6,B,blue,labrador_retriever,cooperative,yes,VB_CH,grey,-0.3787594826908715,-0.45833333333333326,1,-0.125,0.5,0.25
163,Apple2,displacement,displacement,false_belief,golden_retriever,f,yes,8,26/10/2015,06/01/2025,110,"therapydog, agility, dog_dance",CH,LL,2,2,2,B,no,6,A,grey,golden_retriever,cooperative,yes,LL_CH,grey,1.3730458934403502,-0.45833333333333326,0,-0.125,0.5,0.25
164,Nash3,no_displacement,displacement,false_belief,white_swiss_shepherd,m,no,1,25/06/2013,07/01/2025,138,"BGH, rescue_training, scent_training",LL,CH,3,3,2,B,no,8,A,blue,white_swiss_shepherd,cooperative,yes,CH_LL,blue,2.139460745497759,0.5416666666666667,0,-0.125,-0.5,0.25
165,Billie,displacement,no_displacement,false_belief,golden_retriever,f,no,8,30/10/2022,09/01/2025,26,"dummy, rally_obedience, obedience",CH,LL,2,2,2,B,no,6,A,blue,golden_retriever,cooperative,yes,LL_CH,blue,-0.9261986627318782,-0.45833333333333326,0,-0.125,-0.5,0.25
166,Lori2,no_displacement,displacement,knowledge,beagle,m,no,6,01/05/2024,13/01/2025,8,no,CH,LL,2,2,2,B,no,6,A,blue,beagle,independent,no,LL_CH,blue,-1.4188939247687844,0.5416666666666667,1,0.875,-0.5,-0.75
167,Nura,displacement,displacement,control,german_spitz,f,no,5,25/11/2016,17/01/2025,97,BGH2,CH,LL,4,2,2,B,no,8,B,blue,german_spitz,independent,yes,LL_CH,grey,1.0172104264136956,-0.45833333333333326,-1,0.875,0.5,0.25
168,Levi3,no_displacement,displacement,false_belief,golden_retriever,m,no,8,30/10/2022,09/01/2025,26,dummy,LL,CH,2,2,2,B,no,6,A,blue,golden_retriever,cooperative,yes,CH_LL,blue,-0.9261986627318782,0.5416666666666667,0,-0.125,-0.5,0.25
169,Breezy,displacement,no_displacement,control,italian_spinone,f,no,7,23/07/2021,20/01/2025,41,"therapiebegleithund, trickdog, hoopers, trail, rallyobedience",LL,GR,4,2,2,B,no,8,B,blue,italian_spinone,cooperative,yes,GR_LL,grey,-0.5156192777011231,-0.45833333333333326,-1,-0.125,0.5,0.25
170,Amica,no_displacement,no_displacement,control,german_spitz,f,yes,5,05/04/2015,20/01/2025,117,"stöbern, agility, BGH3",LL,CH,2,2,2,B,no,6,B,grey,german_spitz,independent,yes,CH_LL,blue,1.5646496064547024,-0.45833333333333326,-1,0.875,-0.5,0.25
171,Roku,displacement,displacement,control,mudi,m,no,1,23/04/2020,25/01/2025,57,discdogging,CH,VB,3,3,2,B,no,8,A,grey,mudi,cooperative,yes,VB_CH,grey,-0.0776679336683178,0.5416666666666667,-1,-0.125,0.5,0.25
172,Kaya3,displacement,displacement,control,samojede,f,no,5,20/03/2020,30/01/2025,58,therapydog,CH,GR,3,2,2,B,1_in_phase_1,7,B,grey,samoyed,independent,yes,GR_CH,blue,-0.05029597466626746,-0.45833333333333326,-1,0.875,-0.5,0.25
173,Quintus,displacement,no_displacement,knowledge,hovawart,m,yes,2,14/05/2019,17/01/2025,68,obedience,GR,LL,4,2,2,B,no,8,B,grey,hovawart,cooperative,yes,LL_GR,blue,0.2234236153542359,0.5416666666666667,1,-0.125,-0.5,0.25
174,Lea4,no_displacement,displacement,knowledge,cocker_spaniel,f,no,8,15/12/2023,17/01/2025,13,dog_school,LL,CH,2,2,2,B,no,6,B,grey,cocker_spaniel,cooperative,yes,CH_LL,blue,-1.2820341297585327,-0.45833333333333326,1,-0.125,-0.5,0.25
175,Niki4,no_displacement,displacement,knowledge,german_spitz,f,no,5,13/11/2017,19/01/2025,86,no,GR,VB,2,2,4,B,no,8,B,blue,german_spitz,independent,no,VB_GR,grey,0.716118877391142,-0.45833333333333326,1,0.875,0.5,-0.75
176,Knoedl,no_displacement,displacement,false_belief,welsh_corgi_pembroke,m,yes_chip,1,14/02/2020,11/01/2025,58,therapydog,CH,VB,3,2,2,B,1_in_phase_1,7,A,grey,welsh_corgi,cooperative,yes,VB_CH,grey,-0.05029597466626746,0.5416666666666667,0,-0.125,0.5,0.25
177,Nash4,displacement,no_displacement,control,border_collie,m,yes,1,06/07/2021,29/01/2025,42,"obedience, agility",CH,VB,2,2,2,B,no,6,B,blue,border_collie,cooperative,yes,VB_CH,grey,-0.48824731869907284,0.5416666666666667,-1,-0.125,0.5,0.25
178,Harry3,displacement,no_displacement,control,beagle,m,yes,6,01/04/2020,30/01/2025,57,medical_training,VB,GR,2,2,2,B,no,6,B,blue,beagle,independent,yes,GR_VB,grey,-0.0776679336683178,0.5416666666666667,-1,0.875,0.5,0.25
179,Nico7,no_displacement,no_displacement,knowledge,german_spitz,m,yes,5,01/10/2015,20/01/2025,111,"agility, BGH3",CH,LL,2,2,3,B,no,7,B,blue,german_spitz,independent,yes,LL_CH,grey,1.4004178524424005,0.5416666666666667,1,0.875,0.5,0.25
180,Dunni,displacement,no_displacement,knowledge,miniature_pinscher,f,yes,2,21/02/2020,02/02/2025,59,"agility, obedience, rally_obedience, racing",GR,VB,2,2,2,B,no,6,B,blue,miniature_pinscher,cooperative,yes,VB_GR,grey,-0.022924015664217118,-0.45833333333333326,1,-0.125,0.5,0.25
181,Maja7,displacement,no_displacement,false_belief,miniature_american_shepherd,f,no,1,16/04/2021,09/01/2025,44,therapydog,VB,CH,2,2,2,B,no,6,A,grey,miniature_american_shepherd,cooperative,yes,CH_VB,grey,-0.4335034006949722,-0.45833333333333326,0,-0.125,0.5,0.25
182,Nara,displacement,no_displacement,knowledge,bohemian_shepherd_dog,f,no,1,05/12/2023,25/01/2025,13,unterordnung,CH,VB,2,4,3,B,no,9,B,grey,bohemian_shepherd_dog,cooperative,yes,VB_CH,blue,-1.2820341297585327,-0.45833333333333326,1,-0.125,-0.5,0.25
183,Darcy,displacement,displacement,control,portuguese_water_dog,f,no,8,27/04/2022,01/02/2025,33,"agility, hoopers, longieren",VB,GR,2,2,2,B,no,6,B,grey,portuguese_water_dog,cooperative,yes,GR_VB,blue,-0.7345949497175259,-0.45833333333333326,-1,-0.125,-0.5,0.25
184,Maya8,displacement,displacement,knowledge,labrador_retriever,f,no,8,28/06/2020,27/01/2025,54,no,VB,LL,2,2,2,B,no,6,A,grey,labrador_retriever,cooperative,no,LL_VB,grey,-0.1597838106744688,-0.45833333333333326,1,-0.125,0.5,-0.75
185,Vanja,displacement,displacement,control,portuguese_water_dog,f,no,8,30/09/2018,01/02/2025,76,"agility, hoopers, longieren",GR,VB,2,2,2,B,no,6,A,grey,portuguese_water_dog,cooperative,yes,VB_GR,grey,0.4423992873706386,-0.45833333333333326,-1,-0.125,0.5,0.25
186,Nanouk3,displacement,no_displacement,false_belief,german_spitz,m,no,5,04/02/2013,19/01/2025,143,no,VB,GR,2,2,2,B,no,6,A,grey,german_spitz,independent,no,GR_VB,grey,2.276320540508011,0.5416666666666667,0,0.875,0.5,-0.75
187,Aramis8,displacement,no_displacement,false_belief,german_spitz,m,no,5,06/07/2021,24/01/2025,42,"BGH2, obdience, dog_school, rally_obedience",LL,CH,2,2,2,B,no,6,B,grey,german_spitz,independent,yes,CH_LL,blue,-0.48824731869907284,0.5416666666666667,0,0.875,-0.5,0.25
188,Kiani,displacement,no_displacement,false_belief,whippet,f,yes,10,05/02/2018,25/01/2025,83,obedience,VB,CH,3,2,2,B,no,7,B,blue,whippet,independent,yes,CH_VB,grey,0.634003000384991,-0.45833333333333326,0,0.875,0.5,0.25
189,Bruno5,no_displacement,displacement,knowledge,romagna_water_dog,m,no,8,27/04/2023,27/01/2025,21,BGH,LL,VB,2,2,2,B,no,6,B,blue,romagna_water_dog,cooperative,yes,VB_LL,grey,-1.06305845774213,0.5416666666666667,1,-0.125,0.5,0.25
190,Alesha,displacement,no_displacement,knowledge,greyhound,f,yes,10,12/08/2022,30/01/2025,29,racing,GR,VB,2,4,2,B,2_in_phase_2,8,A,blue,greyhound,independent,yes,VB_GR,blue,-0.8440827857257273,-0.45833333333333326,1,0.875,-0.5,0.25
191,Jake,no_displacement,no_displacement,control,border_collie,m,yes,1,19/09/2017,03/02/2025,88,"rescue_training, obedience, rally, scent_training",LL,VB,2,2,2,B,no,6,B,grey,border_collie,cooperative,yes,VB_LL,blue,0.7708627953952427,0.5416666666666667,-1,-0.125,-0.5,0.25
192,Ylvi4,no_displacement,no_displacement,false_belief,german_spitz,f,no,5,06/07/2021,25/01/2025,42,BGH,VB,CH,4,2,2,B,no,8,B,blue,german_spitz,independent,yes,CH_VB,grey,-0.48824731869907284,-0.45833333333333326,0,0.875,0.5,0.25
193,Luise2,no_displacement,displacement,control,white_swiss_shepherd,f,yes,1,04/08/2016,03/02/2025,101,rescue_training,LL,VB,2,3,2,B,no,7,B,grey,white_swiss_shepherd,cooperative,yes,VB_LL,blue,1.126698262421897,-0.45833333333333326,-1,-0.125,-0.5,0.25
194,Kalea2,no_displacement,no_displacement,false_belief,flat_coated_retriever,f,yes,8,19/02/2020,29/01/2025,59,mantrailing,VB,CH,2,2,2,B,no,6,B,blue,flat_coated_retriever,cooperative,yes,CH_VB,grey,-0.022924015664217118,-0.45833333333333326,0,-0.125,0.5,0.25
195,Kimi3,no_displacement,no_displacement,control,appenzell_cattle_dog,m,yes,2,21/05/2021,03/02/2025,44,"dockdiving, hoopers",VB,LL,2,2,2,B,no,6,A,grey,appenzell_cattle_dog,cooperative,yes,LL_VB,grey,-0.4335034006949722,0.5416666666666667,-1,-0.125,0.5,0.25
196,Smilla,displacement,displacement,false_belief,portuguese_water_dog,f,yes,8,16/06/2018,02/02/2025,79,obedience,GR,VB,2,2,2,B,no,6,A,grey,portuguese_water_dog,cooperative,yes,VB_GR,grey,0.5245151643767897,-0.45833333333333326,0,-0.125,0.5,0.25
197,Devin,displacement,no_displacement,knowledge,border_collie,m,yes,1,01/02/2018,02/02/2025,84,"mantrailing, agility, hoopers",GR,VB,2,2,2,B,no,6,B,grey,border_collie,cooperative,yes,VB_GR,blue,0.6613749593870413,0.5416666666666667,1,-0.125,-0.5,0.25
198,Fleet,displacement,displacement,control,border_collie,m,yes,1,03/05/2019,07/02/2025,69,"agility, rally_obedience",LL,VB,2,2,2,B,no,6,B,blue,border_collie,cooperative,yes,VB_LL,grey,0.25079557435628624,0.5416666666666667,-1,-0.125,0.5,0.25
199,Aiko4,no_displacement,no_displacement,control,whippet,f,no,10,01/05/2023,07/02/2025,21,no,VB,LL,2,2,2,B,no,6,B,blue,whippet,independent,no,LL_VB,grey,-1.06305845774213,-0.45833333333333326,-1,0.875,0.5,-0.75
200,Aaron2,displacement,displacement,knowledge,hungarian_shorthaired_pointer,m,yes,7,29/05/2021,02/02/2025,44,trailing,GR,VB,2,4,2,B,1_in_phase_2,8,B,grey,hungarian_shorthaired_pointer,cooperative,yes,VB_GR,blue,-0.4335034006949722,0.5416666666666667,1,-0.125,-0.5,0.25
201,Schoko5,no_displacement,displacement,false_belief,border_collie,f,no,1,20/06/2020,02/02/2025,55,"agility, rescue_training",VB,GR,2,2,2,B,no,6,B,grey,border_collie,cooperative,yes,GR_VB,blue,-0.13241185167241848,-0.45833333333333326,0,-0.125,-0.5,0.25
202,Prion,displacement,displacement,knowledge,french_water_dog,m,yes_chip,8,03/10/2019,07/02/2025,64,therapiebegleithund,LL,VB,2,2,2,B,no,6,B,blue,french_water_dog,cooperative,yes,VB_LL,grey,0.11393577934603458,0.5416666666666667,1,-0.125,0.5,0.25
203,Lupo3,displacement,no_displacement,false_belief,white_swiss_shepherd,m,yes,1,16/04/2016,03/02/2025,105,rescue_training,LL,VB,2,3,2,B,1_in_phase_2,7,B,grey,white_swiss_shepherd,cooperative,yes,VB_LL,blue,1.2361860984300985,0.5416666666666667,0,-0.125,-0.5,0.25
204,Eddie,no_displacement,displacement,false_belief,dalmatian,m,no,6,01/06/2019,03/02/2025,68,"rescue_training, dummy, obedience",LL,VB,2,2,2,B,no,6,A,grey,dalmatian,independent,yes,VB_LL,grey,0.2234236153542359,0.5416666666666667,0,0.875,0.5,0.25
205,Moritz4,no_displacement,no_displacement,false_belief,hungarian_shorthaired_pointer,m,no,7,04/03/2024,10/02/2025,11,hunting,LL,VB,2,2,2,B,2_in_phase_2,8,A,blue,hungarian_shorthaired_pointer,cooperative,yes,VB_LL,blue,-1.3367780477626334,0.5416666666666667,0,-0.125,-0.5,0.25
206,Georgina,no_displacement,displacement,knowledge,bernese_mountain_dog,f,no,2,04/06/2023,07/02/2025,20,no,LL,VB,2,2,2,B,no,6,A,grey,bernese_mountain_dog,cooperative,no,VB_LL,grey,-1.0904304167441803,-0.45833333333333326,1,-0.125,0.5,-0.75
207,Miharu,no_displacement,no_displacement,false_belief,akita_inu,f,yes,5,11/10/2016,11/02/2025,100,"dummy_training, obedience, hundefitness",VB,LL,4,2,2,B,1_in_phase1,8,B,blue,akita_inu,independent,yes,LL_VB,grey,1.0993263034198468,-0.45833333333333326,0,0.875,0.5,0.25
208,Rica,displacement,no_displacement,knowledge,australian_cattle_dog,f,yes,1,02/07/2017,11/02/2025,91,"assistance_dog, herding, agility, dog_dance",VB,LL,2,2,2,B,no,6,B,blue,australian_cattle_dog,cooperative,yes,LL_VB,grey,0.8529786724013937,-0.45833333333333326,1,-0.125,0.5,0.25
209,Broesal,no_displacement,displacement,control,spanish_water_dog,f,yes,8,03/04/2023,14/02/2025,22,dog_school,LL,VB,2,2,2,B,no,6,B,grey,spanish_water_dog,cooperative,yes,VB_LL,blue,-1.0356864987400796,-0.45833333333333326,-1,-0.125,-0.5,0.25
210,Mara3,no_displacement,displacement,control,french_water_dog,f,no,8,09/06/2020,14/02/2025,56,no,VB,LL,2,2,2,B,no,6,B,blue,french_water_dog,cooperative,no,LL_VB,grey,-0.10503989267036813,-0.45833333333333326,-1,-0.125,0.5,-0.75
211,Watson2,no_displacement,no_displacement,control,flat_coated_retriever,m,yes_chip,8,01/08/2023,14/02/2025,18,"mantrailing, search_training",VB,LL,2,2,2,B,no,6,B,blue,flat_coated_retriever,cooperative,yes,LL_VB,grey,-1.145174334748281,0.5416666666666667,-1,-0.125,0.5,0.25
212,Ryuu,displacement,no_displacement,knowledge,akita_inu,m,no,5,03/12/2015,11/02/2025,110,"mantrailing, dummy_training, obedience, hundefitness",VB,LL,2,2,2,B,no,6,B,blue,akita_inu,independent,yes,LL_VB,grey,1.3730458934403502,0.5416666666666667,1,0.875,0.5,0.25
213,Jabby,displacement,no_displacement,false_belief,romagna_water_dog,f,yes,8,16/08/2019,11/02/2025,65,"truffle_search, degility",LL,VB,2,2,2,B,no,6,B,grey,romagna_water_dog,cooperative,yes,VB_LL,blue,0.1413077383480849,-0.45833333333333326,0,-0.125,-0.5,0.25
214,Fenja4,displacement,no_displacement,knowledge,icelandic_sheepdog,f,no,5,08/01/2014,16/02/2025,133,rally_obedience,VB,LL,2,2,2,B,no,6,B,grey,icelandic_sheepdog,independent,yes,LL_VB,blue,2.0026009504875075,-0.45833333333333326,1,0.875,-0.5,0.25
215,Luna41,no_displacement,displacement,knowledge,portuguese_water_dog,f,yes,8,20/05/2020,14/02/2025,56,agility,LL,VB,4,2,2,B,no,8,B,grey,portuguese_water_dog,cooperative,yes,VB_LL,blue,-0.10503989267036813,-0.45833333333333326,1,-0.125,-0.5,0.25
216,Moriarty,no_displacement,no_displacement,false_belief,border_collie,m,yes,1,12/12/2018,14/02/2025,74,"mantrailing, sled_dog",VB,LL,4,2,2,B,no,8,A,blue,border_collie,cooperative,yes,LL_VB,blue,0.38765536936653794,0.5416666666666667,0,-0.125,-0.5,0.25
217,Nanouk4,displacement,no_displacement,control,icelandic_sheepdog,m,no,5,20/11/2021,17/02/2025,38,"BGH1, therapy_dog",LL,VB,2,2,2,B,no,6,A,blue,icelandic_sheepdog,independent,yes,VB_LL,blue,-0.5977351547072742,0.5416666666666667,-1,0.875,-0.5,0.25
218,Luna42,displacement,no_displacement,control,basenji,f,yes,5,04/01/2021,17/02/2025,49,racing,VB,LL,2,2,2,B,no,6,B,grey,basenji,independent,yes,LL_VB,blue,-0.2966436056847205,-0.45833333333333326,-1,0.875,-0.5,0.25
219,Bibi3,no_displacement,displacement,false_belief,miniature_pinscher,f,yes,2,10/10/2023,16/02/2025,16,no,LL,VB,4,2,2,B,no,8,A,blue,miniature_pinscher,cooperative,no,VB_LL,blue,-1.1999182527523817,-0.45833333333333326,0,-0.125,-0.5,-0.75
220,Vincent,no_displacement,no_displacement,knowledge,portuguese_water_dog,m,no,8,27/07/2020,16/02/2025,54,"obedience, mantrailing",LL,VB,2,2,2,B,no,6,B,blue,portuguese_water_dog,cooperative,yes,VB_LL,grey,-0.1597838106744688,0.5416666666666667,1,-0.125,0.5,0.25
221,Nika3,displacement,displacement,control,nova_scotia_duck_tolling_retriever,f,no,8,01/02/2021,17/02/2025,48,hunting,LL,VB,2,2,2,B,no,6,B,blue,nova_scotia_duck_tolling_retriever,cooperative,yes,VB_LL,grey,-0.32401556468677084,-0.45833333333333326,-1,-0.125,0.5,0.25
222,Charly9,displacement,displacement,knowledge,kleiner_muensterlaender,m,yes,7,04/07/2016,17/02/2025,103,hunting,VB,LL,4,2,2,B,no,8,B,blue,kleiner_muensterlaender,cooperative,yes,LL_VB,grey,1.1814421804259978,0.5416666666666667,1,-0.125,0.5,0.25
223,Nemo2,no_displacement,no_displacement,control,labrador_retriever,m,no,8,29/01/2019,18/02/2025,72,no,VB,LL,2,4,2,B,no,8,B,blue,labrador_retriever,cooperative,no,LL_VB,grey,0.33291145136243727,0.5416666666666667,-1,-0.125,0.5,-0.75
224,Pablo2,no_displacement,no_displacement,knowledge,portuguese_water_dog,m,no,8,26/10/2014,21/02/2025,123,no,LL,VB,4,2,2,B,no,8,B,grey,portuguese_water_dog,cooperative,no,VB_LL,blue,1.7288813604670046,0.5416666666666667,1,-0.125,-0.5,-0.75
225,Amigo4,displacement,no_displacement,false_belief,miniature_pinscher,m,yes,2,23/01/2018,16/02/2025,84,no,LL,VB,2,2,2,B,no,6,B,grey,miniature_pinscher,cooperative,no,VB_LL,blue,0.6613749593870413,0.5416666666666667,0,-0.125,-0.5,-0.75
226,Yaba,displacement,no_displacement,false_belief,bernese_mountain_dog,f,no,2,18/06/2024,17/02/2025,7,"puppy_class, begleithund",VB,LL,4,2,2,B,no,8,A,blue,bernese_mountain_dog,cooperative,yes,LL_VB,blue,-1.4462658837708346,-0.45833333333333326,0,-0.125,-0.5,0.25
227,Bonita2,no_displacement,displacement,false_belief,portuguese_water_dog,f,yes,8,10/02/2018,18/02/2025,84,breitensport,VB,LL,2,2,2,B,no,6,A,blue,portuguese_water_dog,cooperative,yes,LL_VB,blue,0.6613749593870413,-0.45833333333333326,0,-0.125,-0.5,0.25
228,Caletto,no_displacement,displacement,control,dalmatian,m,yes,6,12/03/2021,21/02/2025,47,no,LL,VB,2,2,2,B,no,6,A,blue,dalmatian,independent,no,VB_LL,blue,-0.35138752368882115,0.5416666666666667,-1,0.875,-0.5,-0.75
229,Olaf,displacement,displacement,knowledge,bullmastiff,m,no,2,25/12/2023,21/02/2025,13,obedience,VB,LL,3,2,2,B,no,7,A,grey,bullmastiff,cooperative,yes,LL_VB,grey,-1.2820341297585327,0.5416666666666667,1,-0.125,0.5,0.25
230,Elda,displacement,displacement,false_belief,icelandic_sheepdog,f,no,5,17/05/2023,21/02/2025,21,no,LL,VB,2,3,2,B,no,7,A,grey,icelandic_sheepdog,independent,no,VB_LL,grey,-1.06305845774213,-0.45833333333333326,0,0.875,0.5,-0.75
231,Hella,no_displacement,no_displacement,false_belief,romagna_water_dog,f,no,8,08/09/2022,21/02/2025,29,"truffle_search, obedience",VB,LL,2,2,2,B,no,6,B,blue,romagna_water_dog,cooperative,yes,LL_VB,grey,-0.8440827857257273,-0.45833333333333326,0,-0.125,0.5,0.25
232,Emilio2,no_displacement,no_displacement,false_belief,flat_coated_retriever,m,no,8,14/10/2020,24/02/2025,52,"rally_obedience, BGH1",LL,VB,2,2,2,B,no,6,A,grey,flat_coated_retriever,cooperative,yes,VB_LL,grey,-0.21452772867856948,0.5416666666666667,0,-0.125,0.5,0.25
233,Ramses,displacement,displacement,knowledge,labrador_retriever,m,no,8,22/11/2019,24/02/2025,63,"rally_obedience, stöbern",LL,VB,2,2,2,B,no,6,B,grey,labrador_retriever,cooperative,yes,VB_LL,blue,0.08656382034398423,0.5416666666666667,1,-0.125,-0.5,0.25
234,Lina6,displacement,displacement,knowledge,miniature_pinscher,f,yes,2,28/09/2018,27/02/2025,76,agility,VB,LL,2,3,2,B,no,7,A,blue,miniature_pinscher,cooperative,yes,LL_VB,blue,0.4423992873706386,-0.45833333333333326,1,-0.125,-0.5,0.25
235,Nyla,no_displacement,no_displacement,knowledge,french_water_dog,f,no,8,01/04/2022,28/02/2025,34,no,LL,VB,2,2,2,B,no,6,B,blue,french_water_dog,cooperative,no,VB_LL,blue,-0.7072229907154756,-0.45833333333333326,1,-0.125,-0.5,-0.75
236,Merali,displacement,displacement,false_belief,german_wirehaired_pointer,f,no,7,12/05/2024,28/02/2025,9,"hunting, dummy",VB,LL,4,2,2,B,no,8,A,grey,german_wirehaired_pointer,cooperative,yes,LL_VB,grey,-1.391521965766734,-0.45833333333333326,0,-0.125,0.5,0.25
237,Arya3,no_displacement,no_displacement,knowledge,border_collie,f,no,1,05/05/2024,28/02/2025,9,no,VB,LL,2,2,2,B,no,6,A,grey,border_collie,cooperative,no,LL_VB,grey,-1.391521965766734,-0.45833333333333326,1,-0.125,0.5,-0.75
238,Louie4,no_displacement,no_displacement,control,miniature_pinscher,m,yes,2,24/07/2015,27/02/2025,115,"agility, obedience, tricktraining",VB,LL,2,2,2,B,no,6,B,blue,miniature_pinscher,cooperative,yes,LL_VB,grey,1.5099056884506017,0.5416666666666667,-1,-0.125,0.5,0.25
239,Ivy7,displacement,displacement,control,miniature_pinscher,f,yes,2,15/10/2023,18/02/2025,16,no,LL,VB,2,2,2,B,no,6,B,blue,miniature_pinscher,cooperative,no,VB_LL,grey,-1.1999182527523817,-0.45833333333333326,-1,-0.125,0.5,-0.75
240,Vilma,no_displacement,displacement,control,hungarian_shorthaired_pointer,f,no,7,20/05/2022,28/02/2025,33,"BGH, nosework",LL,VB,2,4,4,B,1_in_phase2,10,B,grey,hungarian_shorthaired_pointer,cooperative,yes,VB_LL,blue,-0.7345949497175259,-0.45833333333333326,-1,-0.125,-0.5,0.25
